logth logp Brem_QRA_L2.0 Brem_FWW Brem_QRA_L1.0 Brem_QRA_L1.5
-7.375 2.825 0.492062891281877 0.046572124306853833 0.0026441657185358085 0.061840511912835044
-7.375 2.875 0.9326337437688695 0.05836605376675872 0.005437258801753935 0.12401346292534189
-7.375 2.925 1.7359599777527464 0.07306525094115619 0.011190022185694952 0.24721070009988616
-7.375 2.975 3.1606757390275404 0.09133792980874683 0.023030631340107157 0.4886381382351493
-7.375 3.025 5.605168398720375 0.11397815929913552 0.047348848521354896 0.9546666147376037
-7.375 3.075 9.64052724541249 0.14191309609745859 0.09708051271158132 1.8363059267637787
-7.375 3.125 16.015777479499707 0.1762001007348005 0.19805279521973843 3.460904003358014
-7.375 3.175 25.608343890526758 0.2180075865302904 0.4007722121161055 6.355558488939139
-7.375 3.225 39.298066971578244 0.26857368865907894 0.8010623761631861 11.300876528520245
-7.375 3.275 57.76453610461166 0.32914193239110867 1.5730064632491298 19.32750424658755
-7.375 3.325 81.2430995358465 0.40088946740639947 3.0140717723124273 31.587165081436353
-7.375 3.375 109.32239029102261 0.4849013672996419 5.5912352693916985 49.05399108406395
